FY,Month (abbv),Component,Region,Land Filter,Branch,Drug Type,Count of Event,Sum Qty (lbs)
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,96.63
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,1,102.51
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Marijuana,1,19.84
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,1,2.2
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,507.15
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.01
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,2,5.4
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,2,341.97
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,0.01
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Methamphetamine,1,0.48
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,2,4652.55
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,3501.54
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,6,6696.59
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,2,1000.17
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,2,15.2
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,2,4.630000000000001
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,2,53.9
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,29.13
2021,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,1.0
2021,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,1.74
2021,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,3,90.41
2021,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,2,2.03
2021,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,4,122.03
2021,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,1.08
2021,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Heroin,2,1.56
2021,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,3,6.18
2021,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,0.14
2021,MAR,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Methamphetamine,1,11.95
2021,MAR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,4,30.93
2021,MAR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,11,98.7
2021,MAR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,3,3.09
2021,MAR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,18.08
2021,MAR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,3,13.4
2021,MAR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,1.95
2021,MAR,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,2,0.78
2021,MAR,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,12,1094.22
2021,MAR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,3,552.06
2021,MAR,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,3,33.56
2021,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,6,19.63
2021,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Marijuana,8,576.6
2021,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,7,206.5
2021,MAR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,0.14
2021,MAR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,3,6332.759999999999
2021,MAR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,5,5794.67
2021,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,0.81
2021,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,1,2.2
2021,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,5,784.74
2021,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,7,130.46
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,1599.22
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,46.3
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,3,12.81
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,0.11
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.05
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,6,8.39
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,174.2
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Fentanyl,1,130.1
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Methamphetamine,1,690.17
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,2,128.01
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,72.13
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Fentanyl,4,0.11
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Marijuana,1,1.09
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Methamphetamine,2,1.21
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,3177.41
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,2,2467.4
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,5,96.58
2021,MAY,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,0.01
2021,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,5,1.72
2021,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,2,1.33
2021,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Marijuana,1,0.73
2021,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,2.91
2021,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,0.07
2021,MAY,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Cocaine,1,2.87
2021,MAY,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Fentanyl,1,0.14
2021,MAY,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Methamphetamine,3,2.23
2021,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,0.41
2021,MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,4,42.02
2021,MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,2.2
2021,MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,1,17.64
2021,MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,1,0.09
2021,MAY,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,1,0.0
2021,MAY,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,2,32.45
2021,MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,2,88.18
2021,MAY,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,12.94
2021,MAY,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,4,2290.38
2021,MAY,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,1,11.88
2021,MAY,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Cocaine,1,0.07
2021,MAY,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Heroin,1,3.15
2021,MAY,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Methamphetamine,2,43.59
2021,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,1,1.25
2021,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,23.15
2021,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,11.9
2021,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,3,3.2
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,4,5143.27
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,434.31
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,0.0
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,3393.5
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Fentanyl,1,0.22
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,2,4599.64
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,1,1270.08
2021,NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Heroin,1,3.73
2021,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.02
2021,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,0.55
2021,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,0.11
2021,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,2.49
2021,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,4,13.39
2021,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Heroin,1,0.0
2021,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,1,0.06
2021,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,20.0
2021,NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,1,10.12
2021,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.05
2021,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,1,17.64
2021,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,2,9.34
2021,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,2,5.12
2021,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,2,0.36
2021,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,3,4.97
2021,NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,3393.93
2021,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,2,8.41
2021,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,2,691.47
2021,NOV,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Heroin,1,1.21
2021,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,3,132.6
2021,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,4,22.47
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,390.73
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Fentanyl,1,9.04
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Heroin,1,124.8
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,27.25
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,2,435.02
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,5,948.34
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,HQ Foreign Operations & Investigations Branch,Heroin,1,0.02
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,6,44.27
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,2,4407.8
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,28.66
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marijuana,1,0.0
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,2,2934.86
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,2728.47
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,7802.84
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,2,5122.9
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,3000.52
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.04
2021,OCT,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,0.03
2021,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,3,4.41
2021,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,3.62
2021,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Marijuana,17,86148.27
2021,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,47.36
2021,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,37.7
2021,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Heroin,1,3.53
2021,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,2.22
2021,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,2,933.0
2021,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,6,0.01
2021,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,17.64
2021,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,2,4.41
2021,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,1,1201.51
2021,OCT,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,4,0.0
2021,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,5.34
2021,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,8.66
2021,OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,1,340.61
2021,OCT,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,1,20.94
2021,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,6.1
2021,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,4.45
2021,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,100.13
2021,OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,35.93
2021,OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,14.3
2021,OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,570.22
2021,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,5,939.49
2021,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,1,13.23
2021,OCT,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,6,2230.34
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,1,0.62
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,1,17.99
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,1,1227.96
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,6186.33
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.01
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,10,8.25
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,4,2.51
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,2205.0
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,3,4330.63
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,3307.5
2021,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,3082.6000000000004
